RIDE,MONTH,TIME_OF_DAY,AVERAGE_WAIT_TIME_MIN
BIG THUNDER MOUNTAIN,JAN,5 PM,56.80793157
BIG THUNDER MOUNTAIN,JAN,6 PM,52.92786421
BIG THUNDER MOUNTAIN,JAN,7 PM,36.15875266
BIG THUNDER MOUNTAIN,JAN,8 PM,29.66498559
BIG THUNDER MOUNTAIN,JAN,9 PM,33.67532468
BIG THUNDER MOUNTAIN,JAN,10 PM,24.00279851
BIG THUNDER MOUNTAIN,JAN,11 PM,13.76760563
BIG THUNDER MOUNTAIN,FEB,12 AM,8.076923077
BIG THUNDER MOUNTAIN,FEB,8 AM,12.04054054
BIG THUNDER MOUNTAIN,FEB,9 AM,26.85692542
BIG THUNDER MOUNTAIN,FEB,10 AM,41.36706949
BIG THUNDER MOUNTAIN,FEB,11 AM,47.96546547
BIG THUNDER MOUNTAIN,FEB,12 PM,46.04289941
BIG THUNDER MOUNTAIN,FEB,1 PM,49.30882353
BIG THUNDER MOUNTAIN,FEB,2 PM,48.35470085
BIG THUNDER MOUNTAIN,FEB,3 PM,45.30906593
BIG THUNDER MOUNTAIN,FEB,4 PM,52.12780899
BIG THUNDER MOUNTAIN,FEB,5 PM,50.18409426
BIG THUNDER MOUNTAIN,FEB,6 PM,46.49098474
BIG THUNDER MOUNTAIN,FEB,7 PM,38.83241758
BIG THUNDER MOUNTAIN,FEB,8 PM,24.55947137
BIG THUNDER MOUNTAIN,FEB,9 PM,30.93514329
BIG THUNDER MOUNTAIN,FEB,10 PM,20.04071661
BIG THUNDER MOUNTAIN,FEB,11 PM,10.9375
BIG THUNDER MOUNTAIN,MAR,12 AM,8.478417266
BIG THUNDER MOUNTAIN,MAR,8 AM,11.21621622
BIG THUNDER MOUNTAIN,MAR,9 AM,23.70093458
BIG THUNDER MOUNTAIN,MAR,10 AM,43.13325031
BIG THUNDER MOUNTAIN,MAR,11 AM,50.78145695
BIG THUNDER MOUNTAIN,MAR,12 PM,47.02068966
BIG THUNDER MOUNTAIN,MAR,1 PM,50.61848958
BIG THUNDER MOUNTAIN,MAR,2 PM,48.16377171
BIG THUNDER MOUNTAIN,MAR,3 PM,45.45519713
BIG THUNDER MOUNTAIN,MAR,4 PM,50.65663475
BIG THUNDER MOUNTAIN,MAR,5 PM,46.77097204
BIG THUNDER MOUNTAIN,MAR,6 PM,47.6511335
BIG THUNDER MOUNTAIN,MAR,7 PM,41.49273448
BIG THUNDER MOUNTAIN,MAR,8 PM,28.73230373
BIG THUNDER MOUNTAIN,MAR,9 PM,29.13157895
BIG THUNDER MOUNTAIN,MAR,10 PM,21.96202532
BIG THUNDER MOUNTAIN,MAR,11 PM,12.15231788
BIG THUNDER MOUNTAIN,APR,12 AM,6.602564103
BIG THUNDER MOUNTAIN,APR,9 AM,23.21547698
BIG THUNDER MOUNTAIN,APR,10 AM,38.8259587
BIG THUNDER MOUNTAIN,APR,11 AM,49.26619133
BIG THUNDER MOUNTAIN,APR,12 PM,48.69153345
BIG THUNDER MOUNTAIN,APR,1 PM,52.81797626
BIG THUNDER MOUNTAIN,APR,2 PM,48.33819242
BIG THUNDER MOUNTAIN,APR,3 PM,43.08433735
BIG THUNDER MOUNTAIN,APR,4 PM,47.88740569
BIG THUNDER MOUNTAIN,APR,5 PM,44.35455086
BIG THUNDER MOUNTAIN,APR,6 PM,42.47025496
BIG THUNDER MOUNTAIN,APR,7 PM,42.0011534
BIG THUNDER MOUNTAIN,APR,8 PM,28.7076537
BIG THUNDER MOUNTAIN,APR,9 PM,20.80994152
BIG THUNDER MOUNTAIN,APR,10 PM,21.0483871
BIG THUNDER MOUNTAIN,APR,11 PM,11.25570776
BIG THUNDER MOUNTAIN,MAY,12 AM,7.438016529
BIG THUNDER MOUNTAIN,MAY,9 AM,15.5686747
BIG THUNDER MOUNTAIN,MAY,10 AM,31.30306604
BIG THUNDER MOUNTAIN,MAY,11 AM,35.7348863
BIG THUNDER MOUNTAIN,MAY,12 PM,38.15102721
BIG THUNDER MOUNTAIN,MAY,1 PM,39.69900643
BIG THUNDER MOUNTAIN,MAY,2 PM,36.01220189
BIG THUNDER MOUNTAIN,MAY,3 PM,31.22165533
BIG THUNDER MOUNTAIN,MAY,4 PM,29.7535014
BIG THUNDER MOUNTAIN,MAY,5 PM,26.89518586
BIG THUNDER MOUNTAIN,MAY,6 PM,26.41717791
BIG THUNDER MOUNTAIN,MAY,7 PM,27.03039514
BIG THUNDER MOUNTAIN,MAY,8 PM,22.76450512
BIG THUNDER MOUNTAIN,MAY,9 PM,14.77752424
BIG THUNDER MOUNTAIN,MAY,10 PM,17.42857143
BIG THUNDER MOUNTAIN,MAY,11 PM,8.393442623
BIG THUNDER MOUNTAIN,JUN,12 AM,9.761904762
BIG THUNDER MOUNTAIN,JUN,9 AM,21.9620098
BIG THUNDER MOUNTAIN,JUN,10 AM,36.49727768
BIG THUNDER MOUNTAIN,JUN,11 AM,40.81447964
BIG THUNDER MOUNTAIN,JUN,12 PM,40.74298469
BIG THUNDER MOUNTAIN,JUN,1 PM,44.92821473
BIG THUNDER MOUNTAIN,JUN,2 PM,42.49525016
BIG THUNDER MOUNTAIN,JUN,3 PM,36.8289558
BIG THUNDER MOUNTAIN,JUN,4 PM,39.02302427
BIG THUNDER MOUNTAIN,JUN,5 PM,35.84044649
BIG THUNDER MOUNTAIN,JUN,6 PM,36.55732273
BIG THUNDER MOUNTAIN,JUN,7 PM,38.77423823
BIG THUNDER MOUNTAIN,JUN,8 PM,32.66398929
BIG THUNDER MOUNTAIN,JUN,9 PM,18.88084266
BIG THUNDER MOUNTAIN,JUN,10 PM,24.2042042
BIG THUNDER MOUNTAIN,JUN,11 PM,11.59016393
BIG THUNDER MOUNTAIN,JUL,12 AM,19.875
BIG THUNDER MOUNTAIN,JUL,9 AM,17.43401983
BIG THUNDER MOUNTAIN,JUL,10 AM,31.62482066
BIG THUNDER MOUNTAIN,JUL,11 AM,41.56960227
BIG THUNDER MOUNTAIN,JUL,12 PM,42.76973208
BIG THUNDER MOUNTAIN,JUL,1 PM,46.77589852
BIG THUNDER MOUNTAIN,JUL,2 PM,44.26942267
BIG THUNDER MOUNTAIN,JUL,3 PM,40.88625262
BIG THUNDER MOUNTAIN,JUL,4 PM,43.38845883
BIG THUNDER MOUNTAIN,JUL,5 PM,42.21891288
BIG THUNDER MOUNTAIN,JUL,6 PM,41.74473068
BIG THUNDER MOUNTAIN,JUL,7 PM,41.31067961
BIG THUNDER MOUNTAIN,JUL,8 PM,36.32481506
BIG THUNDER MOUNTAIN,JUL,9 PM,23.22311289
BIG THUNDER MOUNTAIN,JUL,10 PM,32.14617169
BIG THUNDER MOUNTAIN,JUL,11 PM,18.3127572
BIG THUNDER MOUNTAIN,AUG,12 AM,11.53846154
BIG THUNDER MOUNTAIN,AUG,8 AM,8.3125
BIG THUNDER MOUNTAIN,AUG,9 AM,15.76573939
BIG THUNDER MOUNTAIN,AUG,10 AM,28.02325581
BIG THUNDER MOUNTAIN,AUG,11 AM,33.6941093
BIG THUNDER MOUNTAIN,AUG,12 PM,35.93667546
BIG THUNDER MOUNTAIN,AUG,1 PM,38.19847856
BIG THUNDER MOUNTAIN,AUG,2 PM,34.59377116
BIG THUNDER MOUNTAIN,AUG,3 PM,32.47150997
BIG THUNDER MOUNTAIN,AUG,4 PM,34.87562189
BIG THUNDER MOUNTAIN,AUG,5 PM,35.30921459
BIG THUNDER MOUNTAIN,AUG,6 PM,37.32982456
BIG THUNDER MOUNTAIN,AUG,7 PM,33.54017595
BIG THUNDER MOUNTAIN,AUG,8 PM,30.85749386
BIG THUNDER MOUNTAIN,AUG,9 PM,21.52031063
BIG THUNDER MOUNTAIN,AUG,10 PM,19.768
BIG THUNDER MOUNTAIN,AUG,11 PM,13.91196013
BIG THUNDER MOUNTAIN,SEP,12 AM,7.8125
BIG THUNDER MOUNTAIN,SEP,8 AM,4.324200913
BIG THUNDER MOUNTAIN,SEP,9 AM,9.032477341
BIG THUNDER MOUNTAIN,SEP,10 AM,19.68637347
BIG THUNDER MOUNTAIN,SEP,11 AM,27.28613569
BIG THUNDER MOUNTAIN,SEP,12 PM,26.43117261
BIG THUNDER MOUNTAIN,SEP,1 PM,28.5285611
BIG THUNDER MOUNTAIN,SEP,2 PM,29.30494905
BIG THUNDER MOUNTAIN,SEP,3 PM,26.76671214
BIG THUNDER MOUNTAIN,SEP,4 PM,26.87583893
BIG THUNDER MOUNTAIN,SEP,5 PM,29.25448029
BIG THUNDER MOUNTAIN,SEP,6 PM,34.6692112
BIG THUNDER MOUNTAIN,SEP,7 PM,22.32291667
BIG THUNDER MOUNTAIN,SEP,8 PM,16.27922078
BIG THUNDER MOUNTAIN,SEP,9 PM,12.60869565
BIG THUNDER MOUNTAIN,SEP,10 PM,11.06334842
BIG THUNDER MOUNTAIN,SEP,11 PM,8.465909091
BIG THUNDER MOUNTAIN,OCT,12 AM,8.611111111
BIG THUNDER MOUNTAIN,OCT,8 AM,7.531410917
BIG THUNDER MOUNTAIN,OCT,9 AM,18.93566051
BIG THUNDER MOUNTAIN,OCT,10 AM,34.62362103
BIG THUNDER MOUNTAIN,OCT,11 AM,42.25981055
BIG THUNDER MOUNTAIN,OCT,12 PM,43.04934211
BIG THUNDER MOUNTAIN,OCT,1 PM,42.87909836
BIG THUNDER MOUNTAIN,OCT,2 PM,37.81624501
BIG THUNDER MOUNTAIN,OCT,3 PM,36.52087475
BIG THUNDER MOUNTAIN,OCT,4 PM,40.38926174
BIG THUNDER MOUNTAIN,OCT,5 PM,39.78764479
BIG THUNDER MOUNTAIN,OCT,6 PM,59.44199706
BIG THUNDER MOUNTAIN,OCT,7 PM,23.68055556
BIG THUNDER MOUNTAIN,OCT,8 PM,20.29263006
BIG THUNDER MOUNTAIN,OCT,9 PM,22.48139881
BIG THUNDER MOUNTAIN,OCT,10 PM,14.46236559
BIG THUNDER MOUNTAIN,OCT,11 PM,8.207941484
BIG THUNDER MOUNTAIN,NOV,12 AM,8.75
BIG THUNDER MOUNTAIN,NOV,8 AM,9.67695962
BIG THUNDER MOUNTAIN,NOV,9 AM,19.91041805
BIG THUNDER MOUNTAIN,NOV,10 AM,33.34144857
BIG THUNDER MOUNTAIN,NOV,11 AM,38.85620915
BIG THUNDER MOUNTAIN,NOV,12 PM,41.90816935
BIG THUNDER MOUNTAIN,NOV,1 PM,43.55688623
BIG THUNDER MOUNTAIN,NOV,2 PM,39.57201889
BIG THUNDER MOUNTAIN,NOV,3 PM,37.30545877
BIG THUNDER MOUNTAIN,NOV,4 PM,41.29310345
BIG THUNDER MOUNTAIN,NOV,5 PM,41.81680774
BIG THUNDER MOUNTAIN,NOV,6 PM,49.03015075
BIG THUNDER MOUNTAIN,NOV,7 PM,25.77117573
BIG THUNDER MOUNTAIN,NOV,8 PM,18.16095471
BIG THUNDER MOUNTAIN,NOV,9 PM,24.52286282
BIG THUNDER MOUNTAIN,NOV,10 PM,17.20657277
BIG THUNDER MOUNTAIN,NOV,11 PM,10.84117647
BIG THUNDER MOUNTAIN,DEC,12 AM,16.64634146
BIG THUNDER MOUNTAIN,DEC,8 AM,10.6927253
BIG THUNDER MOUNTAIN,DEC,9 AM,24.31351002
BIG THUNDER MOUNTAIN,DEC,10 AM,42.11359517
BIG THUNDER MOUNTAIN,DEC,11 AM,50.87252475
BIG THUNDER MOUNTAIN,DEC,12 PM,49.97834158
BIG THUNDER MOUNTAIN,DEC,1 PM,55.08430233
BIG THUNDER MOUNTAIN,DEC,2 PM,54.48951435
BIG THUNDER MOUNTAIN,DEC,3 PM,48.03801006
BIG THUNDER MOUNTAIN,DEC,4 PM,60.13325608
BIG THUNDER MOUNTAIN,DEC,5 PM,56.99426934
BIG THUNDER MOUNTAIN,DEC,6 PM,60.22803115
BIG THUNDER MOUNTAIN,DEC,7 PM,33.62956314
BIG THUNDER MOUNTAIN,DEC,8 PM,24.88364972
BIG THUNDER MOUNTAIN,DEC,9 PM,31.93773825
BIG THUNDER MOUNTAIN,DEC,10 PM,23.17404817
BIG THUNDER MOUNTAIN,DEC,11 PM,13.54130053
JUNGLE CRUISE,JAN,12 AM,5
JUNGLE CRUISE,JAN,8 AM,20.03508772
JUNGLE CRUISE,JAN,9 AM,39.95135641
JUNGLE CRUISE,JAN,10 AM,51.1042065
JUNGLE CRUISE,JAN,11 AM,62.92637465
JUNGLE CRUISE,JAN,12 PM,58.72320596
JUNGLE CRUISE,JAN,1 PM,60.32093023
JUNGLE CRUISE,JAN,2 PM,59.61572833
JUNGLE CRUISE,JAN,3 PM,50.93303571
JUNGLE CRUISE,JAN,4 PM,64.3440367
JUNGLE CRUISE,JAN,5 PM,58.76531574
JUNGLE CRUISE,JAN,6 PM,46.9760479
JUNGLE CRUISE,JAN,7 PM,32.41950758
JUNGLE CRUISE,JAN,8 PM,25.31160115
JUNGLE CRUISE,JAN,9 PM,27.77040816
JUNGLE CRUISE,JAN,10 PM,19.88051471
JUNGLE CRUISE,JAN,11 PM,5.9765625
JUNGLE CRUISE,FEB,12 AM,6.666666667
JUNGLE CRUISE,FEB,8 AM,23.14864865
JUNGLE CRUISE,FEB,9 AM,45.13669065
JUNGLE CRUISE,FEB,10 AM,59.97252747
JUNGLE CRUISE,FEB,11 AM,66.10576923
JUNGLE CRUISE,FEB,12 PM,61.7032967
JUNGLE CRUISE,FEB,1 PM,65.22130014
JUNGLE CRUISE,FEB,2 PM,61.36176066
JUNGLE CRUISE,FEB,3 PM,57.8228022
JUNGLE CRUISE,FEB,4 PM,64.18269231
JUNGLE CRUISE,FEB,5 PM,61.96428571
JUNGLE CRUISE,FEB,6 PM,56.84065934
JUNGLE CRUISE,FEB,7 PM,42.28021978
JUNGLE CRUISE,FEB,8 PM,21.63194444
JUNGLE CRUISE,FEB,9 PM,32.5
JUNGLE CRUISE,FEB,10 PM,20.830721
JUNGLE CRUISE,FEB,11 PM,8.333333333
JUNGLE CRUISE,MAR,12 AM,6.858974359
JUNGLE CRUISE,MAR,8 AM,30.62573099
JUNGLE CRUISE,MAR,9 AM,45.20050761
JUNGLE CRUISE,MAR,10 AM,61.51135006
JUNGLE CRUISE,MAR,11 AM,68.49225268
JUNGLE CRUISE,MAR,12 PM,62.1257485
JUNGLE CRUISE,MAR,1 PM,65.19666269
JUNGLE CRUISE,MAR,2 PM,63.46611177
JUNGLE CRUISE,MAR,3 PM,61.14716107
JUNGLE CRUISE,MAR,4 PM,66.01724138
JUNGLE CRUISE,MAR,5 PM,63.85416667
JUNGLE CRUISE,MAR,6 PM,61.92575406
JUNGLE CRUISE,MAR,7 PM,55.50233645
JUNGLE CRUISE,MAR,8 PM,34.52981651
JUNGLE CRUISE,MAR,9 PM,32.88075561
JUNGLE CRUISE,MAR,10 PM,22.25864124
JUNGLE CRUISE,MAR,11 PM,11.5
JUNGLE CRUISE,APR,9 AM,47.91022444
JUNGLE CRUISE,APR,10 AM,56.61272005
JUNGLE CRUISE,APR,11 AM,63.38084379
JUNGLE CRUISE,APR,12 PM,59.69016487
JUNGLE CRUISE,APR,1 PM,62.32011331
JUNGLE CRUISE,APR,2 PM,60.58857143
JUNGLE CRUISE,APR,3 PM,54.70329025
JUNGLE CRUISE,APR,4 PM,63.21637427
JUNGLE CRUISE,APR,5 PM,56.93847073
JUNGLE CRUISE,APR,6 PM,55.46518265
JUNGLE CRUISE,APR,7 PM,55.24872809
JUNGLE CRUISE,APR,8 PM,37.63922518
JUNGLE CRUISE,APR,9 PM,25.92645382
JUNGLE CRUISE,APR,10 PM,26.67814114
JUNGLE CRUISE,APR,11 PM,16.93548387
JUNGLE CRUISE,MAY,9 AM,40.12163677
JUNGLE CRUISE,MAY,10 AM,51.17277201
JUNGLE CRUISE,MAY,11 AM,58.19013304
JUNGLE CRUISE,MAY,12 PM,54.35706402
JUNGLE CRUISE,MAY,1 PM,52.01981288
JUNGLE CRUISE,MAY,2 PM,49.84964461
JUNGLE CRUISE,MAY,3 PM,49.01252134
JUNGLE CRUISE,MAY,4 PM,49.02088036
JUNGLE CRUISE,MAY,5 PM,47.90920321
JUNGLE CRUISE,MAY,6 PM,46.24307692
JUNGLE CRUISE,MAY,7 PM,45.47153025
JUNGLE CRUISE,MAY,8 PM,34.81054366
JUNGLE CRUISE,MAY,9 PM,22.63245956
JUNGLE CRUISE,MAY,10 PM,23.66585067
JUNGLE CRUISE,MAY,11 PM,16
JUNGLE CRUISE,JUN,9 AM,44.73275362
JUNGLE CRUISE,JUN,10 AM,53.76243417
JUNGLE CRUISE,JUN,11 AM,62.74464389
JUNGLE CRUISE,JUN,12 PM,56.23952096
JUNGLE CRUISE,JUN,1 PM,59.79555021
JUNGLE CRUISE,JUN,2 PM,53.98046398
JUNGLE CRUISE,JUN,3 PM,49.65028355
JUNGLE CRUISE,JUN,4 PM,56.67926906
JUNGLE CRUISE,JUN,5 PM,50.80985915
JUNGLE CRUISE,JUN,6 PM,51.21898263
JUNGLE CRUISE,JUN,7 PM,52.983919
JUNGLE CRUISE,JUN,8 PM,46.64387819
JUNGLE CRUISE,JUN,9 PM,24.48423127
JUNGLE CRUISE,JUN,10 PM,37.20647773
JUNGLE CRUISE,JUN,11 PM,22.22222222
JUNGLE CRUISE,JUL,9 AM,35.32452082
JUNGLE CRUISE,JUL,10 AM,46.42128744
JUNGLE CRUISE,JUL,11 AM,53.56217617
JUNGLE CRUISE,JUL,12 PM,51.88581315
JUNGLE CRUISE,JUL,1 PM,51.79818436
JUNGLE CRUISE,JUL,2 PM,47.43003413
JUNGLE CRUISE,JUL,3 PM,48.81396957
JUNGLE CRUISE,JUL,4 PM,51.2962963
JUNGLE CRUISE,JUL,5 PM,50.19768234
JUNGLE CRUISE,JUL,6 PM,47.78257739
JUNGLE CRUISE,JUL,7 PM,49.82033898
JUNGLE CRUISE,JUL,8 PM,44.89229765
JUNGLE CRUISE,JUL,9 PM,21.72125883
JUNGLE CRUISE,JUL,10 PM,36.08490566
JUNGLE CRUISE,JUL,11 PM,16.66666667
JUNGLE CRUISE,AUG,12 AM,13.75
JUNGLE CRUISE,AUG,8 AM,11.42641509
JUNGLE CRUISE,AUG,9 AM,35.35064935
JUNGLE CRUISE,AUG,10 AM,44.96070727
JUNGLE CRUISE,AUG,11 AM,53.83683875
JUNGLE CRUISE,AUG,12 PM,49.85321674
JUNGLE CRUISE,AUG,1 PM,50.69895969
JUNGLE CRUISE,AUG,2 PM,44.00812458
JUNGLE CRUISE,AUG,3 PM,41.84861718
JUNGLE CRUISE,AUG,4 PM,47.04897706
JUNGLE CRUISE,AUG,5 PM,47.61038186
JUNGLE CRUISE,AUG,6 PM,47.16329379
JUNGLE CRUISE,AUG,7 PM,44.28208027
JUNGLE CRUISE,AUG,8 PM,36.38297872
JUNGLE CRUISE,AUG,9 PM,21.79683079
JUNGLE CRUISE,AUG,10 PM,12.68545994
JUNGLE CRUISE,AUG,11 PM,12.88273616
JUNGLE CRUISE,SEP,12 AM,7.5
JUNGLE CRUISE,SEP,8 AM,12.80973451
JUNGLE CRUISE,SEP,9 AM,30.46640053
JUNGLE CRUISE,SEP,10 AM,44.02564103
JUNGLE CRUISE,SEP,11 AM,48.65120836
JUNGLE CRUISE,SEP,12 PM,44.11052976
JUNGLE CRUISE,SEP,1 PM,44.45799458
JUNGLE CRUISE,SEP,2 PM,42.63576159
JUNGLE CRUISE,SEP,3 PM,40.40796345
JUNGLE CRUISE,SEP,4 PM,46.43803844
JUNGLE CRUISE,SEP,5 PM,45.07544582
JUNGLE CRUISE,SEP,6 PM,52.68553459
JUNGLE CRUISE,SEP,7 PM,36.05714286
JUNGLE CRUISE,SEP,8 PM,22.64801561
JUNGLE CRUISE,SEP,9 PM,17.95797768
JUNGLE CRUISE,SEP,10 PM,11.4083558
JUNGLE CRUISE,SEP,11 PM,7.893175074
JUNGLE CRUISE,SEP,OCT,
JUNGLE CRUISE,OCT,12 AM,6.666666667
JUNGLE CRUISE,OCT,8 AM,15.93583416
JUNGLE CRUISE,OCT,9 AM,36.10680229
JUNGLE CRUISE,OCT,10 AM,47.59481669
JUNGLE CRUISE,OCT,11 AM,56.07904642
JUNGLE CRUISE,OCT,12 PM,54.3324937
JUNGLE CRUISE,OCT,1 PM,50.18384767
JUNGLE CRUISE,OCT,2 PM,48.47725775
JUNGLE CRUISE,OCT,3 PM,44.04807692
JUNGLE CRUISE,OCT,4 PM,52.23111396
JUNGLE CRUISE,OCT,5 PM,53.19656489
JUNGLE CRUISE,OCT,6 PM,70.62408223
JUNGLE CRUISE,OCT,7 PM,31.65895572
JUNGLE CRUISE,OCT,8 PM,23.04716981
JUNGLE CRUISE,OCT,9 PM,19.85645933
JUNGLE CRUISE,OCT,10 PM,14.24460432
JUNGLE CRUISE,OCT,11 PM,7.64021164
JUNGLE CRUISE,OCT,NOV,
JUNGLE CRUISE,NOV,12 AM,5
JUNGLE CRUISE,NOV,8 AM,5
JUNGLE CRUISE,NOV,9 AM,27.98809524
JUNGLE CRUISE,NOV,10 AM,42.73255814
JUNGLE CRUISE,NOV,11 AM,52.06896552
JUNGLE CRUISE,NOV,12 PM,50.97560976
JUNGLE CRUISE,NOV,1 PM,58.92405063
JUNGLE CRUISE,NOV,2 PM,53.87323944
JUNGLE CRUISE,NOV,3 PM,44.57746479
JUNGLE CRUISE,NOV,4 PM,66.13924051
JUNGLE CRUISE,NOV,5 PM,56.83098592
JUNGLE CRUISE,NOV,6 PM,48.5
JUNGLE CRUISE,NOV,7 PM,27.88461538
JUNGLE CRUISE,NOV,8 PM,17.26315789
JUNGLE CRUISE,NOV,9 PM,27.75862069
JUNGLE CRUISE,NOV,10 PM,5.277777778
JUNGLE CRUISE,NOV,11 PM,5
SPACE MOUNTAIN,JAN,12 AM,10.38461538
SPACE MOUNTAIN,JAN,7 AM,21.84558824
SPACE MOUNTAIN,JAN,8 AM,29.73325213
SPACE MOUNTAIN,JAN,9 AM,39.32655654
SPACE MOUNTAIN,JAN,10 AM,52.54545455
SPACE MOUNTAIN,JAN,11 AM,70.50741163
SPACE MOUNTAIN,JAN,12 PM,72.08308605
SPACE MOUNTAIN,JAN,1 PM,68.42439644
SPACE MOUNTAIN,JAN,2 PM,71.30872483
SPACE MOUNTAIN,JAN,3 PM,68.43617021
SPACE MOUNTAIN,JAN,4 PM,68.61658736
SPACE MOUNTAIN,JAN,5 PM,71.86576355
SPACE MOUNTAIN,JAN,6 PM,66.68918919
SPACE MOUNTAIN,JAN,7 PM,57.57887517
SPACE MOUNTAIN,JAN,8 PM,49.16184971
SPACE MOUNTAIN,JAN,9 PM,47.98435171
SPACE MOUNTAIN,JAN,10 PM,33.37209302
SPACE MOUNTAIN,JAN,11 PM,11.17715618
SPACE MOUNTAIN,FEB,12 AM,9.281437126
SPACE MOUNTAIN,FEB,7 AM,9.322033898
SPACE MOUNTAIN,FEB,8 AM,19.75318066
SPACE MOUNTAIN,FEB,9 AM,34.27034483
SPACE MOUNTAIN,FEB,10 AM,46.13416321
SPACE MOUNTAIN,FEB,11 AM,59.85576923
SPACE MOUNTAIN,FEB,12 PM,63.34478022
SPACE MOUNTAIN,FEB,1 PM,60.1056338
SPACE MOUNTAIN,FEB,2 PM,59.18397626
SPACE MOUNTAIN,FEB,3 PM,54.3359375
SPACE MOUNTAIN,FEB,4 PM,59.50229709
SPACE MOUNTAIN,FEB,5 PM,58.54719764
SPACE MOUNTAIN,FEB,6 PM,61.43175074
SPACE MOUNTAIN,FEB,7 PM,55.26066351
SPACE MOUNTAIN,FEB,8 PM,38.99385561
SPACE MOUNTAIN,FEB,9 PM,45.17515924
SPACE MOUNTAIN,FEB,10 PM,32.31313131
SPACE MOUNTAIN,FEB,11 PM,15.86285714
SPACE MOUNTAIN,MAR,12 AM,12.26937269
SPACE MOUNTAIN,MAR,7 AM,14.3974359
SPACE MOUNTAIN,MAR,8 AM,23.94196429
SPACE MOUNTAIN,MAR,9 AM,44.40082645
SPACE MOUNTAIN,MAR,10 AM,53.48032564
SPACE MOUNTAIN,MAR,11 AM,66.99612403
SPACE MOUNTAIN,MAR,12 PM,68.66925065
SPACE MOUNTAIN,MAR,1 PM,67.25296443
SPACE MOUNTAIN,MAR,2 PM,68.65308804
SPACE MOUNTAIN,MAR,3 PM,64.47761194
SPACE MOUNTAIN,MAR,4 PM,66.49611399
SPACE MOUNTAIN,MAR,5 PM,65.94401042
SPACE MOUNTAIN,MAR,6 PM,63.840399
SPACE MOUNTAIN,MAR,7 PM,59.57420925
SPACE MOUNTAIN,MAR,8 PM,51.08303249
SPACE MOUNTAIN,MAR,9 PM,49.16557162
SPACE MOUNTAIN,MAR,10 PM,33.1975968
SPACE MOUNTAIN,MAR,11 PM,15.69892473
SPACE MOUNTAIN,APR,12 AM,7.838983051
SPACE MOUNTAIN,APR,8 AM,25.74123337
SPACE MOUNTAIN,APR,9 AM,42.51813785
SPACE MOUNTAIN,APR,10 AM,51.52761457
SPACE MOUNTAIN,APR,11 AM,66.47550777
SPACE MOUNTAIN,APR,12 PM,63.57512953
SPACE MOUNTAIN,APR,1 PM,65.33561644
SPACE MOUNTAIN,APR,2 PM,65.50131926
SPACE MOUNTAIN,APR,3 PM,63.69689283
SPACE MOUNTAIN,APR,4 PM,69.25015179
SPACE MOUNTAIN,APR,5 PM,64.98793727
SPACE MOUNTAIN,APR,6 PM,59.75046211
SPACE MOUNTAIN,APR,7 PM,58.59509202
SPACE MOUNTAIN,APR,8 PM,54.07449857
SPACE MOUNTAIN,APR,9 PM,43.779274
SPACE MOUNTAIN,APR,10 PM,37.63095939
SPACE MOUNTAIN,APR,11 PM,13.99239544
SPACE MOUNTAIN,MAY,12 AM,7.561983471
SPACE MOUNTAIN,MAY,8 AM,19.45400593
SPACE MOUNTAIN,MAY,9 AM,32.78286462
SPACE MOUNTAIN,MAY,10 AM,39.69627851
SPACE MOUNTAIN,MAY,11 AM,57.05341246
SPACE MOUNTAIN,MAY,12 PM,55.19241983
SPACE MOUNTAIN,MAY,1 PM,55.52661382
SPACE MOUNTAIN,MAY,2 PM,54.60345856
SPACE MOUNTAIN,MAY,3 PM,47.57722592
SPACE MOUNTAIN,MAY,4 PM,47.2527794
SPACE MOUNTAIN,MAY,5 PM,43.44050481
SPACE MOUNTAIN,MAY,6 PM,43.59283388
SPACE MOUNTAIN,MAY,7 PM,43.77169559
SPACE MOUNTAIN,MAY,8 PM,37.04518779
SPACE MOUNTAIN,MAY,9 PM,27.79436153
SPACE MOUNTAIN,MAY,10 PM,31.08366935
SPACE MOUNTAIN,MAY,11 PM,15.6514658
SPACE MOUNTAIN,JUN,12 AM,9.333333333
SPACE MOUNTAIN,JUN,8 AM,27.3944591
SPACE MOUNTAIN,JUN,9 AM,43.6126071
SPACE MOUNTAIN,JUN,10 AM,44.98480243
SPACE MOUNTAIN,JUN,11 AM,61.63378545
SPACE MOUNTAIN,JUN,12 PM,64.81426004
SPACE MOUNTAIN,JUN,1 PM,63.3302583
SPACE MOUNTAIN,JUN,2 PM,62.33695652
SPACE MOUNTAIN,JUN,3 PM,59.225
SPACE MOUNTAIN,JUN,4 PM,58.38447653
SPACE MOUNTAIN,JUN,5 PM,52.97783104
SPACE MOUNTAIN,JUN,6 PM,50.02213789
SPACE MOUNTAIN,JUN,7 PM,55.51889814
SPACE MOUNTAIN,JUN,8 PM,51.32720105
SPACE MOUNTAIN,JUN,9 PM,37.50939144
SPACE MOUNTAIN,JUN,10 PM,41.75373134
SPACE MOUNTAIN,JUN,11 PM,24.527897
SPACE MOUNTAIN,JUL,12 AM,19.75
SPACE MOUNTAIN,JUL,8 AM,25.68694362
SPACE MOUNTAIN,JUL,9 AM,38.8513061
SPACE MOUNTAIN,JUL,10 AM,46.08557284
SPACE MOUNTAIN,JUL,11 AM,62.63292061
