,RIDE,TIME_OF_DAY,count,mean,std,min,25%,50%,75%,max
188,SEVEN DWARFS MINE TRAIN,11 AM,12.0,88.14189253500001,8.06123557439376,69.60677749,83.85217958,89.3923361,94.04443887,99.06949352
189,SEVEN DWARFS MINE TRAIN,11 PM,12.0,36.19046885583334,6.5841418073104885,24.62130937,33.78791887,35.626359355000005,37.54187871,51.66666667
190,SEVEN DWARFS MINE TRAIN,12 AM,12.0,33.69606934666666,8.702932912105329,23.14583333,27.6689676825,31.06351981,37.59751773,52.25274725
191,SEVEN DWARFS MINE TRAIN,12 PM,12.0,84.6210108725,7.906052070425441,65.60595322,81.6993697975,85.577558035,88.29982418,96.82727273
192,SEVEN DWARFS MINE TRAIN,2 PM,12.0,89.4899999075,10.320105448454736,71.04090577,81.1052433075,91.48992899000001,98.1001954675,102.1521226
193,SEVEN DWARFS MINE TRAIN,3 PM,12.0,83.39033016249999,10.076841163801275,65.26298045,74.0830206375,89.27457771499999,91.61304993,93.38044759
194,SEVEN DWARFS MINE TRAIN,4 PM,12.0,86.70013970166667,10.831929917799306,66.1952745,77.516439515,89.46415044,93.5185063825,102.4065421
195,SEVEN DWARFS MINE TRAIN,5 PM,12.0,84.29605366416666,9.295767542316362,67.33960948,80.16567790250001,86.25169425499999,89.449571825,97.93942993
196,SEVEN DWARFS MINE TRAIN,6 PM,12.0,84.35738267416666,7.60039024976486,69.34653465,81.68851196,86.903666775,90.1734684625,93.28273245
197,SEVEN DWARFS MINE TRAIN,7 AM,8.0,52.557070431250004,10.728422877792633,34.42424242,46.4479479775,52.74073312,61.1301242275,65.36842105
198,SEVEN DWARFS MINE TRAIN,7 PM,12.0,72.56461088666667,11.212994627414702,58.11493411,63.42279935249999,72.37303735,83.8273848525,88.12767475
199,SEVEN DWARFS MINE TRAIN,8 AM,12.0,65.39911172333332,9.189982479248998,52.36003373,57.49354887,67.740290225,72.9260557625,77.05466667
200,SEVEN DWARFS MINE TRAIN,8 PM,12.0,63.86597653083333,9.359017848290582,45.47832072,57.987794405,63.23532718,71.64414254249999,77.36228127
201,SEVEN DWARFS MINE TRAIN,9 AM,12.0,64.16971167666667,7.169685236446886,51.3090796,59.13270287,62.334010515,70.27811990000001,74.24594257
202,SEVEN DWARFS MINE TRAIN,9 PM,12.0,59.899547585,8.456449498921144,48.05169753,54.5141849225,59.065753545,64.882539945,73.98294762
203,SLINKY DOG DASH,1 PM,12.0,101.67665091583332,12.079779102561305,75.98992081,98.1941639625,105.72804835,107.869273725,116.4866505
204,SLINKY DOG DASH,10 AM,12.0,89.36861069583334,8.895156881763704,73.49237906,84.367353175,92.65930497,95.66663549,100.0424242
205,SLINKY DOG DASH,10 PM,10.0,32.498687145,7.687698767356557,18.30508475,28.139322812499998,32.254749835,37.7403846175,44.55263158
206,SLINKY DOG DASH,11 AM,12.0,93.83924788249999,8.651918125989747,76.67498613,88.9060892825,96.71824455,100.5890621,102.1618205
207,SLINKY DOG DASH,11 PM,10.0,29.359783034000003,7.978636868472279,15.0,24.844519705,29.692931845,34.803381965,42.25988701
208,SLINKY DOG DASH,12 AM,8.0,23.412994198750003,8.04108570773458,12.93333333,20.03306878,22.70919039,26.4658136025,36.33333333
209,SLINKY DOG DASH,12 PM,12.0,98.80798490583334,8.660467531690077,82.73977197,96.473624905,101.78953815,103.421579275,111.249082
210,SLINKY DOG DASH,2 PM,12.0,100.47940216666667,13.353335639246342,75.2247191,94.82597839499999,102.51348834999999,112.144399225,115.782661
211,SLINKY DOG DASH,3 PM,12.0,98.18677001833333,12.90534962108497,76.00804136,91.7725301675,99.227473695,110.04174495,112.7661972
212,SLINKY DOG DASH,4 PM,12.0,93.28978213749998,12.798766965204702,69.42501482,89.3912194225,94.61772192,103.82094025,110.8680947
213,SLINKY DOG DASH,5 PM,12.0,93.70064952666667,13.262281102841683,70.26348419,89.1146782875,95.78075726,102.3037238,114.8661234
214,SLINKY DOG DASH,6 PM,12.0,96.82986334083334,11.498030111136313,71.07570978,96.2558648275,98.67381423,103.08976645,113.0550622
215,SLINKY DOG DASH,7 PM,12.0,87.12159811916666,10.193246570579413,70.1374269,76.81692329,91.92328203,95.4011239175,96.169279
216,SLINKY DOG DASH,8 AM,12.0,49.537879351666675,5.790044751485958,39.94454277,46.156656375000004,49.15320833,53.617860115,58.2837407
217,SLINKY DOG DASH,8 PM,12.0,67.4112487875,10.08061127631638,53.45577746,57.342615885,67.3812492,74.56995412500001,82.18406593
218,SLINKY DOG DASH,9 AM,12.0,68.4145001625,7.616830508894629,52.19622905,65.50645219500001,68.14691583999999,74.8689358675,77.39986868
219,SLINKY DOG DASH,9 PM,12.0,49.99806800166667,11.711826386553701,31.72360248,40.2607490675,50.48170676,59.3125,65.80645161
220,SPACE MOUNTAIN,1 PM,12.0,59.98616821583334,7.71935335080222,40.84913112,56.50915507,61.717946049999995,65.3858771075,68.42439644
221,SPACE MOUNTAIN,10 AM,12.0,46.39196585666667,5.953787629410976,35.69034318,42.5667745075,46.109868025,51.782074565,55.37951807
222,SPACE MOUNTAIN,10 PM,12.0,33.76452159250001,9.507935125164918,14.8696219,30.911710345,32.797428534999995,38.30498646,53.74015748
223,SPACE MOUNTAIN,11 AM,12.0,59.82123093166667,7.579547571075433,43.30723341,56.0883977125,60.74477734,65.638015695,70.50741163
224,SPACE MOUNTAIN,11 PM,12.0,18.478467453333334,7.247610016642514,10.95959596,13.454897487499998,15.780890934999999,24.143266595,33.82231405
225,SPACE MOUNTAIN,12 AM,12.0,13.399782999250002,6.852441346051788,7.561983471,9.0704528445,10.47008547,16.1875,30.38461538
226,SPACE MOUNTAIN,12 PM,12.0,60.63442306249999,7.644868845635012,42.85360679,56.469149155000004,62.870003615,64.7615108825,72.08308605
227,SPACE MOUNTAIN,2 PM,12.0,59.94294488749998,9.397665311284428,41.83619984,54.697537464999996,60.760466390000005,67.79272569,71.30872483
228,SPACE MOUNTAIN,3 PM,12.0,55.68932076499999,10.192283511074423,36.66530612,47.30282592,57.39080487,63.892072607500005,68.43617021
229,SPACE MOUNTAIN,4 PM,12.0,58.80548994166667,9.649551242629736,38.98584906,54.0439544325,58.94338681,67.0262323325,71.18981158
230,SPACE MOUNTAIN,5 PM,12.0,57.82737471833334,9.410572398512954,42.36182756,52.4372291575,57.614188235,65.7674482475,71.86576355
231,SPACE MOUNTAIN,6 PM,12.0,60.98593845916667,10.48963940102109,43.59283388,53.436054525,60.631024374999996,65.0653810575,81.9785575
232,SPACE MOUNTAIN,7 AM,8.0,13.442462950875,4.25809857070727,9.322033898,9.594724026249999,13.360153610000001,14.8408011225,21.84558824
233,SPACE MOUNTAIN,7 PM,12.0,53.307477605,7.417344080529098,43.77169559,45.97787685,55.389780825,58.119109485,66.83622829
234,SPACE MOUNTAIN,8 AM,12.0,22.7226228525,4.424837696570914,15.38095238,19.5619550875,21.894681565,26.09411273,29.73325213
235,SPACE MOUNTAIN,8 PM,12.0,46.1863711275,8.191556259331612,36.33407243,38.8027393775,48.084329034999996,51.14407463,62.47660187
236,SPACE MOUNTAIN,9 AM,12.0,36.70670946583333,5.814465005101533,24.05235602,33.8984747775,36.870576740000004,40.192252235,44.40082645
237,SPACE MOUNTAIN,9 PM,12.0,40.34646485583333,7.986623347063312,26.94326241,34.233609025,43.158720970000005,47.503147434999995,49.16557162
238,TEST TRACK,1 PM,12.0,64.98526395166665,7.228806414002108,51.5601173,60.8496756575,65.668984255,70.1304064325,77.70642202
239,TEST TRACK,10 AM,12.0,62.5186194525,4.898323577599497,53.92611393,60.65268818,63.549240624999996,65.3413637425,69.29181929
240,TEST TRACK,10 PM,12.0,26.505823715000002,6.333906257481313,19.25970874,19.94210825,26.981747065,29.9808165075,39.27899687
241,TEST TRACK,11 AM,12.0,72.70001976916664,5.529516251667249,63.93559322,68.94127195749999,72.647563355,76.440879035,80.90610048
242,TEST TRACK,11 PM,12.0,21.666077933916664,7.415968372175716,7.196969697,15.0,23.375,26.8249665775,32.44565217
243,TEST TRACK,12 AM,5.0,19.331808214,8.943665588730854,5.0,19.68220339,20.84745763,21.41509434,29.71428571
244,TEST TRACK,12 PM,12.0,69.74039769166667,5.7007821613279015,60.25150502,66.8651630975,70.287057005,72.70091302,79.91147741
245,TEST TRACK,2 PM,12.0,65.01277652833333,6.450867071360964,51.84155664,62.991184845,66.10595604,68.13125339999999,76.4251497
246,TEST TRACK,3 PM,12.0,61.9337161425,6.848527123985052,48.99700599,59.2318613325,62.87591028,65.17877370000001,74.00287356
247,TEST TRACK,4 PM,12.0,61.75678440666667,6.902366379262867,49.85935302,60.1879479525,61.294983675,64.4961921875,72.6998112
248,TEST TRACK,5 PM,12.0,59.33611334083334,7.871398397095898,45.44313146,57.09514289,60.852508130000004,62.741289225,71.26631854
249,TEST TRACK,6 PM,12.0,56.38460434000001,5.931892764284806,45.63606557,54.1647437175,56.993172494999996,59.7800567425,67.33976353
250,TEST TRACK,7 PM,12.0,53.03151663916666,6.627344781848714,40.15902141,51.9177189125,53.240733785,56.65348773,65.08939974
251,TEST TRACK,8 AM,12.0,28.27507985166667,3.962287083761003,21.80442804,25.88658439,28.155362685,30.1212456075,35.25477707
252,TEST TRACK,8 PM,12.0,44.80917247583333,5.280232227488361,37.45588235,41.312575345,44.861638760000005,47.8840256075,56.13977792
253,TEST TRACK,9 AM,12.0,48.71122111416667,4.854855134653222,38.29400132,46.842716555,50.20145248,51.10313697,56.27367688
254,TEST TRACK,9 PM,12.0,36.15500352666667,9.571012160858901,26.2992126,28.8229725725,31.80291031,43.556991765,54.90243902
255,TOWER OF TERROR,1 PM,12.0,58.013780278333336,12.666591335447183,39.06758305,52.777053804999994,56.781998805,64.68958838249999,81.33002833
256,TOWER OF TERROR,10 AM,12.0,58.42003741083334,7.802197167594853,44.9961475,53.806238570000005,56.814304555,63.0255495175,71.13256484
257,TOWER OF TERROR,10 PM,10.0,18.381144168,5.407903643105922,13.0,14.361972705,17.39062898,20.82625389,30.09039548
258,TOWER OF TERROR,11 AM,12.0,63.18693222666666,8.71321302084715,48.50869321,56.4855583775,64.81323941,71.02545239999999,74.37591777
259,TOWER OF TERROR,11 PM,10.0,16.55319209,6.716937959281855,13.0,13.0,13.483050845000001,15.7968220325,34.09039548
260,TOWER OF TERROR,12 AM,9.0,16.990216035555555,6.888515074683626,13.0,13.0,13.93333333,16.8,34.20168067
261,TOWER OF TERROR,12 PM,12.0,63.379984459999996,12.631129600555909,41.40573319,55.911309525,60.913279015,74.23416986,83.53229527
262,TOWER OF TERROR,2 PM,12.0,61.57839534666667,13.528168213715787,42.39857846,52.868615052500004,60.034506875,70.30086016999999,83.71148459
263,TOWER OF TERROR,3 PM,12.0,57.43358612833333,13.723842112573976,38.38037486,48.6711687625,55.161649620000006,64.50201649,79.85457064
264,TOWER OF TERROR,4 PM,12.0,56.98917170916666,13.4880832963141,38.91112574,48.080316635,54.662104764999995,65.88253684,80.61267606
265,TOWER OF TERROR,5 PM,12.0,57.91011761833334,14.156191985269146,38.98685652,47.166427045000006,54.563900565,66.447894585,82.00549451
266,TOWER OF TERROR,6 PM,12.0,55.71466190833333,13.63471033255489,35.48824494,47.403936655,51.97928639,65.2590980675,78.46666667
267,TOWER OF TERROR,7 PM,12.0,52.29371625666666,9.70779118833149,38.28376162,46.29298009,52.544450615,57.450770847499996,68.21362587
268,TOWER OF TERROR,8 AM,12.0,22.47921092,5.778548121641559,13.11111111,19.834440275,22.977467685,24.9919252875,35.39779874
269,TOWER OF TERROR,8 PM,12.0,44.98826273583333,10.63953028627446,29.03792668,37.688495759999995,44.739439555000004,50.6590676375,62.82572614
270,TOWER OF TERROR,9 AM,12.0,46.761308622499996,9.269469989956542,32.17936694,42.3003129075,46.61820032999999,50.9585468475,66.34670487
271,TOWER OF TERROR,9 PM,12.0,32.4788480275,11.919868379805745,17.19875776,22.917790165,32.212224434999996,41.3312680325,55.58823529
